RUN,EXP,TRTNUM,ROTNUM,REPNO,YEAR,DOY,DAS,PRED,CPRED,DAYLD,TWLD,SRAD,PARD,CLDD,TMXD,TMND,TAVD,TDYD,TDWD,TGAD,TGRD,WDSD,CO2D,VPDF,VPD
1,TEST01MZ,1,0,1,2001,321,208,0.00000000,1081.40002,10.3839283,11.4024391,7.90000010,15.8000002,0.514383674,13.1000004,-1.50000000,5.17182636,7.75630617,-1.50000000,5.17182636,7.75630617,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,322,209,0.00000000,1081.40002,10.3639069,11.3836765,4.40000010,8.80000019,0.727791071,13.5000000,7.40000010,10.1858072,11.2633638,7.40000010,10.1858072,11.2633638,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,323,210,39.0000000,1120.40002,10.3443537,11.3653526,0.800000012,1.60000002,0.950195491,16.7999992,9.60000038,12.8861580,14.1554136,9.60000038,12.8861580,14.1554136,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,324,211,0.00000000,1120.40002,10.3252792,11.3474760,8.50000000,17.0000000,0.467561543,18.7999992,10.3000002,14.1771765,15.6725769,10.3000002,14.1771765,15.6725769,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,325,212,46.2999992,1166.70007,10.3066940,11.3300524,1.39999998,2.79999995,0.911775053,15.8000002,5.00000000,9.92341614,11.8197012,5.00000000,9.92341614,11.8197012,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,326,213,0.00000000,1166.70007,10.2886066,11.3130903,14.6000004,29.2000008,0.745183825E-1,21.1000004,8.10000038,14.0229568,16.3011017,8.10000038,14.0229568,16.3011017,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,327,214,0.00000000,1166.70007,10.2710285,11.2965984,15.0000000,30.0000000,0.436997414E-1,20.2000008,4.09999990,11.4312773,14.2473383,4.09999990,11.4312773,14.2473383,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,328,215,0.00000000,1166.70007,10.2539673,11.2805824,14.3000002,28.6000004,0.832272768E-1,18.1000004,3.20000005,9.98117733,12.5825338,3.20000005,9.98117733,12.5825338,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,329,216,0.00000000,1166.70007,10.2374344,11.2650509,8.80000019,17.6000004,0.432764649,18.1000004,3.70000005,10.2501745,12.7597189,3.70000005,10.2501745,12.7597189,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,330,217,2.90000010,1169.60010,10.2214375,11.2500095,14.6999998,29.3999996,0.474596620E-1,15.3000002,6.50000000,10.5008421,12.0317698,6.50000000,10.5008421,12.0317698,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,331,218,0.00000000,1169.60010,10.2059870,11.2354660,14.3000002,28.6000004,0.686438084E-1,19.2000008,-0.899999976,8.23377419,11.7246161,-0.899999976,8.23377419,11.7246161,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,332,219,3.20000005,1172.80005,10.1910906,11.2214279,3.90000010,7.80000019,0.744738996,20.1000004,6.09999990,12.4587936,14.8862305,6.09999990,12.4587936,14.8862305,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,333,220,7.00000000,1179.80005,10.1767588,11.2079020,4.00000000,8.00000000,0.736946285,26.5000000,17.1000004,21.3675098,22.9947681,17.1000004,21.3675098,22.9947681,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,334,221,0.00000000,1179.80005,10.1629992,11.1948938,3.90000010,7.80000019,0.742346406,26.7999992,4.50000000,14.6194963,18.4739933,4.50000000,14.6194963,18.4739933,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,335,222,0.200000003,1180.00000,10.1498184,11.1824093,4.50000000,9.00000000,0.701398432,9.80000019,4.59999990,6.95869875,7.85618019,4.59999990,6.95869875,7.85618019,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,336,223,15.8000002,1195.80005,10.1372280,11.1704559,2.09999990,4.19999981,0.860065222,10.8000002,6.80000019,8.61364460,9.30303860,6.80000019,8.61364460,9.30303860,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,337,224,4.80000019,1200.60010,10.1252337,11.1590405,3.09999990,6.19999981,0.792598367,25.3999996,8.39999962,16.1049862,19.0309525,8.39999962,16.1049862,19.0309525,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,338,225,8.00000000,1208.60010,10.1138420,11.1481667,7.30000019,14.6000004,0.509732366,24.2999992,8.60000038,15.7131453,18.4118805,8.60000038,15.7131453,18.4118805,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,339,226,0.00000000,1208.60010,10.1030607,11.1378431,13.6999998,27.3999996,0.765684843E-1,15.8000002,4.59999990,9.67256451,11.5954199,4.59999990,9.67256451,11.5954199,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,340,227,0.00000000,1208.60010,10.0928974,11.1280708,13.1999998,26.3999996,0.107219815,15.6999998,3.90000010,9.24253559,11.2660551,3.90000010,9.24253559,11.2660551,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,341,228,0.00000000,1208.60010,10.0833588,11.1188583,13.3000002,26.6000004,0.975568295E-1,17.5000000,-0.899999976,7.42813683,10.5800161,-0.899999976,7.42813683,10.5800161,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,342,229,0.100000001,1208.70007,10.0744505,11.1102095,8.80000019,17.6000004,0.401094675,16.6000004,2.20000005,8.71576977,11.1799402,2.20000005,8.71576977,11.1799402,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,343,230,12.6000004,1221.30005,10.0661764,11.1021290,7.50000000,15.0000000,0.488138437,24.8999996,11.0000000,17.2878208,19.6641674,11.0000000,17.2878208,19.6641674,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,344,231,0.00000000,1221.30005,10.0585451,11.0946207,9.69999981,19.3999996,0.336278379,23.7000008,4.69999981,13.2927065,16.5380974,4.69999981,13.2927065,16.5380974,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,345,232,0.00000000,1221.30005,10.0515604,11.0876894,12.3999996,24.7999992,0.149518013,20.0000000,3.90000010,11.1795187,13.9273405,3.90000010,11.1795187,13.9273405,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,346,233,0.00000000,1221.30005,10.0452261,11.0813389,13.6999998,27.3999996,0.583308935E-1,14.8000002,-0.899999976,6.19717836,8.87476826,-0.899999976,6.19717836,8.87476826,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,347,234,0.00000000,1221.30005,10.0395479,11.0755711,11.8999996,23.7999992,0.180473089,19.0000000,3.00000000,10.2314396,12.9583960,3.00000000,10.2314396,12.9583960,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,348,235,0.00000000,1221.30005,10.0345278,11.0703917,8.50000000,17.0000000,0.413622737,15.8999996,2.50000000,8.55532837,10.8378229,2.50000000,8.55532837,10.8378229,86.4000015,371.600006,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,349,236,0.00000000,1221.30005,10.0301704,11.0658016,11.6000004,23.2000008,0.198579073,13.1000004,-4.09999990,3.67139077,6.59967661,-4.09999990,3.67139077,6.59967661,86.4000015,371.760010,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,350,237,0.100000001,1221.40002,10.0264788,11.0618048,5.09999990,10.1999998,0.647207439,19.2999992,5.00000000,11.4603081,13.8938265,5.00000000,11.4603081,13.8938265,86.4000015,371.760010,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,351,238,2.70000005,1224.09998,10.0234537,11.0584030,2.40000010,4.80000019,0.833808661,19.2999992,14.5000000,16.6682796,17.4848347,14.5000000,16.6682796,17.4848347,86.4000015,371.760010,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,352,239,0.200000003,1224.29993,10.0210991,11.0555964,4.80000019,9.60000038,0.667350292,18.7000008,9.89999962,13.8748665,15.3714781,9.89999962,13.8748665,15.3714781,86.4000015,371.760010,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,353,240,10.1000004,1234.39990,10.0194168,11.0533886,3.09999990,6.19999981,0.785040259,17.7999992,9.39999962,13.1939802,14.6222830,9.39999962,13.1939802,14.6222830,86.4000015,371.760010,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,354,241,0.00000000,1234.39990,10.0184059,11.0517817,12.1999998,24.3999996,0.153737783,14.1999998,0.400000006,6.63275862,8.97897720,0.400000006,6.63275862,8.97897720,86.4000015,371.760010,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,355,242,0.00000000,1234.39990,10.0180693,11.0507736,12.8000002,25.6000004,0.112016022,17.8999996,-2.50000000,6.71354055,10.1817265,-2.50000000,6.71354055,10.1817265,86.4000015,371.760010,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,356,243,0.00000000,1234.39990,10.0184059,11.0503674,10.6000004,21.2000008,0.264722884,13.8999996,-1.60000002,5.40056276,8.03580761,-1.60000002,5.40056276,8.03580761,86.4000015,371.760010,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,357,244,0.00000000,1234.39990,10.0194159,11.0505629,5.09999990,10.1999998,0.646356463,4.50000000,-2.50000000,0.661650121,1.85190129,-2.50000000,0.661650121,1.85190129,86.4000015,371.760010,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,358,245,0.00000000,1234.39990,10.0210981,11.0513582,5.90000010,11.8000002,0.591117859,7.80000019,0.00000000,3.52317739,4.84971809,0.00000000,3.52317739,4.84971809,86.4000015,371.760010,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,359,246,8.30000019,1242.69995,10.0234528,11.0527554,1.79999995,3.59999990,0.875356436,13.0000000,4.19999981,8.17517757,9.67219830,4.19999981,8.17517757,9.67219830,86.4000015,371.760010,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,360,247,14.6000004,1257.29993,10.0264759,11.0547514,6.80000019,13.6000004,0.529609561,25.7000008,9.39999962,16.7638493,19.5377178,9.39999962,16.7638493,19.5377178,86.4000015,371.760010,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,361,248,6.80000019,1264.09998,10.0301676,11.0573463,1.50000000,3.00000000,0.896367848,21.7999992,17.7999992,19.6072979,20.2882938,17.7999992,19.6072979,20.2882938,86.4000015,371.760010,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,362,249,9.89999962,1274.00000,10.0345249,11.0605383,13.3999996,26.7999992,0.755925775E-1,22.7000008,5.50000000,13.2725096,16.2022781,5.50000000,13.2725096,16.2022781,86.4000015,371.760010,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,363,250,0.00000000,1274.00000,10.0395441,11.0643263,13.1000004,26.2000008,0.978306532E-1,19.2000008,0.600000024,9.00654697,12.1766357,0.600000024,9.00654697,12.1766357,86.4000015,371.760010,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,364,251,0.00000000,1274.00000,10.0452232,11.0687075,12.8000002,25.6000004,0.120191276,21.7000008,2.79999995,11.3437376,14.5670748,2.79999995,11.3437376,14.5670748,86.4000015,371.760010,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2001,365,252,0.00000000,1274.00000,10.0515575,11.0736799,11.1999998,22.3999996,0.231821835,22.2999992,10.3000002,15.7257271,17.7737904,10.3000002,15.7257271,17.7737904,86.4000015,371.760010,0.00000000,0.00000000
1,TEST01MZ,1,0,1,2002,1,253,0.00000000,1274.00000,10.0515575,11.0736799,11.1999998,22.3999996,0.231821835,22.2999992,10.3000002,15.7257271,17.7737904,10.3000002,15.7257271,17.7737904,86.4000015,371.760010,0.00000000,0.00000000
