RUN,EXP,TRTNUM,ROTNUM,REPNO,YEAR,DOY,DAS,MCFD,MDEPD,MWAD,MWTD
1,TEST01MZ,1,0,1,2001,161,48,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,162,49,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,163,50,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,164,51,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,165,52,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,166,53,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,167,54,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,168,55,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,169,56,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,170,57,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,171,58,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,172,59,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,173,60,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,174,61,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,175,62,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,176,63,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,177,64,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,178,65,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,179,66,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,180,67,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,181,68,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,182,69,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,183,70,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,184,71,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,185,72,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,186,73,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,187,74,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,188,75,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,189,76,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,190,77,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,191,78,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,192,79,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,193,80,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,194,81,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,195,82,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,196,83,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,197,84,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,198,85,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,199,86,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,200,87,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,201,88,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,202,89,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,203,90,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,204,91,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,205,92,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,206,93,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,207,94,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,208,95,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,209,96,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,210,97,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,211,98,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,212,99,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,213,100,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,214,101,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,215,102,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,216,103,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,217,104,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,218,105,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,219,106,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,220,107,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,221,108,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,222,109,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,223,110,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,224,111,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,225,112,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,226,113,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,227,114,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,228,115,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,229,116,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,230,117,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,231,118,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,232,119,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,233,120,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,234,121,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,235,122,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,236,123,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,237,124,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,238,125,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,239,126,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,240,127,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,241,128,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,242,129,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,243,130,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,244,131,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,245,132,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,246,133,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,247,134,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,248,135,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,249,136,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,250,137,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,251,138,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,252,139,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,253,140,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,254,141,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,255,142,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,256,143,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,257,144,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,258,145,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,259,146,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,260,147,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,261,148,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,262,149,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,263,150,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,264,151,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,265,152,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,266,153,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,267,154,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,268,155,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,269,156,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,270,157,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,271,158,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,272,159,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,273,160,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,274,161,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,275,162,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,276,163,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,277,164,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,278,165,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,279,166,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,280,167,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,281,168,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,282,169,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,283,170,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,284,171,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,285,172,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,286,173,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,287,174,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,288,175,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,289,176,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,290,177,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,291,178,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,292,179,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,293,180,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,294,181,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,295,182,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,296,183,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,297,184,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,298,185,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,299,186,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,300,187,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,301,188,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,302,189,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,303,190,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,304,191,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,305,192,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,306,193,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,307,194,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,308,195,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,309,196,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,310,197,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,311,198,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,312,199,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,313,200,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,314,201,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,315,202,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,316,203,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,317,204,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,318,205,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,319,206,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,320,207,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,321,208,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,322,209,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,323,210,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,324,211,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,325,212,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,326,213,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,327,214,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,328,215,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,329,216,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,330,217,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,331,218,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,332,219,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,333,220,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,334,221,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,335,222,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,336,223,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,337,224,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,338,225,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,339,226,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,340,227,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,341,228,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,342,229,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,343,230,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,344,231,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,345,232,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,346,233,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,347,234,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,348,235,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,349,236,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,350,237,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,351,238,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,352,239,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,353,240,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,354,241,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,355,242,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,356,243,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,357,244,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,358,245,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,359,246,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,360,247,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,361,248,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,362,249,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,363,250,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,364,251,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2001,365,252,0.00000000,0.00000000,0,0.00000000
1,TEST01MZ,1,0,1,2002,1,253,0.00000000,0.00000000,0,0.00000000
